sentence,hate,category
ফালতু মেয়ে ইনি ইতিমধ্যে হাবিব ওয়াহিদ বিয়ে হাবিব ওয়াহিদের মাথা খারাপ ইনার বেশ্যা টাইপের মেয়েকে বিয়ে বিজনেসম্যান শিল্পপতি এরকম বিয়ে আরে হিরো আলমই বিয়ে,0,entertainment
হিজবুত তাওহিদ নিয়া ভিডিও ভাই,0,religion
মাগী কাদের গলাটফেরেন,1,politics
হুজুর পিটিয়ে বের দরকার,0,religion
গানে জাদু শুনলেই কইরা থাপ্পর খাইতে হই,0,entertainment
মার ভোধা,1,"Meme, TikTok and others"
মাগির পুলারা অলী বলছ,1,religion
দল বাদ দে চোর রে,0,sports
খানকির ছুয়াল তর চ্যনেল গুস্টি চুদা দরকার,1,sports
মাদার চোদ পিটাও,1,"Meme, TikTok and others"
দাড়িওয়ালা বোকচোদটা চশমা পড়ে,1,entertainment
মা মারা এইটা এরিয়ে জাও লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুল্লুলাহ এইটা দাও আমাকেও দিছে পরিস্থিতির শিকার কারন মাকে ভালোবাসি,0,crime
গুলাই ব্যশ্যা,1,"Meme, TikTok and others"
অসাধারণ কন্ঠ মেধাবী ঝড় নেমে সুখের ঘরে ওহ,0,crime
চুদে বাচ্চা দেব ভালো লাগে চুদব ‍‍‍‍,1,entertainment
এদেরকে ছাত্রলীগ বললে ভুল কুত্তালীগ,1,politics
সোম্য সট সিলেক শন ব্যাটিং স্টাইল ভালো লাগে ভালো লাগে এগিয়ে উড়িয়ে মারে ছয় মিছ,0,sports
একদম সঠিক এজন্য বাংলা মুভির বে,0,entertainment
মাথা নসট,0,sports
মুভি দিলিরে ভাই,0,entertainment
মিন্নির হাটা চলায় বুজায় জরিত সন্দেহ,0,crime
ফ‌িগার বল‌ত‌ে দু‌ধের মাপ বোঝা‌চ্ছেন,1,"Meme, TikTok and others"
মাগির এরকম ই,1,entertainment
সালি তর মিয়েদের থাইল্যান্ড পাঠানো ইচিত,1,entertainment
হিন্দু মেয়ে টার শুনে কষ্ট পেলাম আসলে হই,0,entertainment
শোওরের বাচ্চা মারা হউক,1,"Meme, TikTok and others"
তর মারে চুদি তরে চুদি তর বুনরে চুদি,1,religion
সাফা কবিরের নাটক দেখবেন,0,entertainment
হেতে পদদ পিয়ন মাইয়া ইগ্গোর লাই কিল্লাই জিন্দেগী গরিলি বেক্কিন কলিকাতা হারবাল অর দোষ,1,crime
লোপা খানকীর বাচ্চার বুদা ছিরা কুকুর খাওয়ান,1,religion
সালা ভন্ড ওরাসটিক,1,religion
সরম লাগে শাবনুর আপু স্টার নায়কা আবাল মার্কা নায়কের ছবি করলো,0,entertainment
বিচারক পুটকি মারা দরকার ভালোহবে খানকি খানকির োলারা বিচারক,1,entertainment
বেয়াদবের বাচ্চা বাল ডি উঠছে ,1,religion
ক্রিকেট তামাশা হয়েছেএবার ভারতে বিশাল বাম্বো খাবে সিউর,0,sports
জাফর বাল,1,celebrity
আসলে বাঙালিরাই বড়ো মূর্খ আচ্ছা কুরান হাদিশ কেনো সত্য মিথ্যার বিচার কেনো হুজুর দের ওপরে সবাই ভরসা কুরান সহীহ হাদিশ সত্য মিথ্যার যাচাই চলতে আ,0,religion
বাড়া ঘুম ভাংছে,1,celebrity
তাহেরিরে তাহিরি তাহেরিকে,0,religion
হিজরার কিভাবে নায়কা আসলেয় মুভি,0,entertainment
মেয়েকে জাগাই আনছে,0,entertainment
সুন্দর মুভি কথায় অসাধারন,0,entertainment
বোকা চোদা পাবলিক থাকতে বিয়ের কতো মাদার চোদ নয়ন এতো মামলার আসামি,1,crime
বাংলাদেশের খালেদার য় খাংকি থাকলে ফারহানা রুমি,1,politics
সিফাত পিডা সালা টাক্লু,1,"Meme, TikTok and others"
সালা কুত্তার বাচ্চা,1,crime
সালমান শাহ্ নায়ক মহানায়ক মাজে তিন হয়ত আসবে,0,entertainment
ভাই লিং,0,crime
সালা মার কোব,1,religion
লুইচ্ছার ফাঁসি চাই,1,crime
আবাল মার্কা জাজদের হালচাষ বোম্বাই মরিচের ভাম্পার ফলন ফলিয়ে মরিচের পেস্ট বানিয়ে তলায় লাগিয়ে হউক কথায় কনো ভেজাল,1,entertainment
সালাতো থাপ্পর জুতা মাইর খাবে নিজ সন্তান থেকে৷ সালা মরার পানিও পাবে,1,"Meme, TikTok and others"
আপনাকে এসব দরার,0,religion
খানকির পোলা তরে পাইতাম কুত্তার পিটাইতাম জানোয়ার তর হাতে যেনো পচন মাগির ভাউরা,1,"Meme, TikTok and others"
কুত্তে কা আওলাদ,1,celebrity
তদন্ত ডিসির আব্বা,0,crime
জাগায় ঘটেছে,0,religion
চোরের মা খালেদা জিয়া হাওয়া ভবন খালেদা জিয়া অষ্টম শ্রেণি পাশ খারেদা জিয়া গোলপি বেগম জিয়া,1,politics
কার কার তুলনা ওবায়দুল কাদের আপোষহীন দেশনেত্রী বেগম খালেদাজিয়া বিষয়টা অত্যন্ত হাস্যকর তুলনা চাইছে উনার নারায়ণগঞ্জ ঘাটের নিষিদ্ধ পল্লিতে কন্ডম দুর্ঘটনায় জন্ম হইছে,1,politics
মিন্নি বেশ্যারে রিমান্ডে গরম ডিম দেয়া তথ্য বেরিয়ে আসবে চরিত্রহীন মাগী নাংগের আশায় ভাতার মেরে অভিনয় চোদাইতেছে খানকির দুইটা জীবন ধ্বংস,1,crime
মেয়েটা দুসি,0,crime
আল্লাহ নেক হায়াত দান করুন ,0,religion
মাদাচোদ বড় ভন্ড,1,religion
মাগি সাইয়,1,"Meme, TikTok and others"
কুত্তার বাচ্চারা ইহুদি ধর্ম কয় বলছি মদিনার নাম,1,religion
পাপন কাক্কুআপনি আছেন ত্য,0,sports
বাবা হবার মুভিটা কান্নায় ভেঙ্গে পড়লাম জানিনা সত্যি সত্যিই জিবনে আসে করবো মুভিটা নিঃশ্বাস কষ্ট হচ্ছিল মান্নার রুহের মাগফিরাত কামনা পরিচালক সকল অভিনেতাদের কৃতজ্ঞতা জানাই সুন্দর মুভি উপহার দেবার,0,entertainment
শালা তর মাকে ছুদি,1,crime
বদমাশ কিরম বেস্ত তর বদমাশকে মানবতা খারাপ লুকিয়ে ভালো নম্বর,0,religion
পাপনকে জুতা মারতে মাগির পুতের কারনে আশ খতি,1,sports
লোপা রহমান ইসলামের ক্ষতি পারবেনা ইনশাআল্লাহ ইহকাল পরকাল দুটোই নষ্ট কোরে ফেলছ,0,religion
কুত্তাদের ফাসি চাই,1,religion
মজা জনশূন্য এভারের বিপিএল,0,sports
কবির কাঙ্কাল মুন্সিপাটি ভালো হইতো,0,entertainment
মারা মানববন্ধন এতো মানুষকে তিন জনে কুপিয়ে হত্যা করলো এগিয়ে দেখল জানোয়ার সোলো গান খুনিদের ফাঁসি চাই খুনিদের দাড়িয়ে দেখছে বিচার দরকার,0,crime
ভালো গল্পের মুভি হতো গল্পের ঘোচানো মুভি দেখাই যাইনা,0,entertainment
বল টেম্পারিং করল স্মিথ ওয়ার্নার সাজা মাস ম্যাচ ফিক্সিং করল শাকিব সাজা হায়রে আইন হায়রে বাংলাদেশের ক্রিকেটকে নষ্ট ষড়যন্ত্র ,0,sports
এইডা করলো,0,sports
বাংলাদেশে নম্বর মাদারচুদ পুলিশ বাংলাদেশ পুলিশ বাহিনি দেশ পরিচিত,1,crime
দেব স্বাভাবিক রিপোর্ট এইটা স্টাইলে ভাষার ধর্ষণ বালের বিশেষজ্ঞ,1,sports
ভিডিও টা দেখলে বাংলাদেশের সবাই বুঝতে পারবেন মিন্নি অপরাধী,0,crime
সরযন্ত নষ্ট,0,sports
খোলামেলা পোশাক এতদিন জুয়ার আসর মাতিয়ে রেখেছে ক্যমেরার লজ্জা লাগে পাছায় লাথি মেরে তোলেন দেখলেই কেমন বেশ্যা বেশ্যা লাগে,1,crime
আপু কথা;র জয় সাকিব দূরত্ব খেলায় ফিরুক সাকিব ক্রিকেটে ফেরে ততো ক্রিকেট খেলা দেখবো,0,sports
সক তুরে সুদার টাকা দেমু জত লাগে,0,entertainment
ম্যন অবদা ম্যেছ ম্যন অবদা সিরিজ দুটাই আওয়ামিলিগের কাজের হোইছে পুরা খেলাতো আমিলিগের হোইছে পাইনাল টাও একি হোইছে আপছুচ মুশির,0,sports
মুভি টা ফুল দেনভাই,0,entertainment
জয় বাংলা জয় বঙ্গবন্ধু শেখ মুজিবুর রহমান বঙ্গবন্ধু জীবন দেশে খারাপ লোক ভাবতেও অবাক লাগে,0,crime
ভিডিওতে প্রমাণ থাকার পরও তদন্ত তদন্তের দায়িত্ব দেয়া অপরাধীকে বাহ এরকম ফানি ভিডিও তে নাটক সিনেমায় দেখলাম ভিলেনের কিরকম দেশে জন্ম,0,crime
কুত্তা বাচ্চা দের গলায় পারা দিয়া মারা লাগব,1,religion
পাপন বিতাড়িত কারা একমত,0,sports
আরে কাকে বাল বলব,0,religion
গুলায় খেলে গুলার মারে চুদি খানকির পোলাগো মাদার চুদেরা,1,sports
নম্বর মাগি,1,entertainment
চ্যানেল এডমিন মা কাও চোদে,1,"Meme, TikTok and others"
মেয়েটা অভাবে ডি সি লুইচচা মেয়েটাকে চুদেছে চুমমা খেয়েছে লেওড়া ঢুকাইছে দুধ টিপিলো,1,crime
ইরো আলমের নায়ক আরো ভাল,0,entertainment
বাংলার জমিনে সিহং পুরুষ হলেন আমির হামজা,0,religion
হারে দলে রাখবার দরকার দল বাদ,0,sports
আইসিসির দোষ দোষ পাপনের ভুল বাংলাদেশ বড় চোর,0,sports
আই তোরে চুদি,1,entertainment
শালা গাজা খাইছে,1,religion
সাকিব ভাই পাপন গালে থাপ্পর দিয়া খেলা চাইরা দিতেনদেখতেন মাস বাংলাদেশ জিম্বাবুয়ের হইত,0,sports
স্যার আকামটা খন পারলো ন সালা জিনসন খেয়ে নিলে বিশিখন পারতো,1,crime
চুদে ডিসি সাহেব ক্যামারাই দরা পরেছে জানি ডেসি সাহেবের ফাশি চাই ক্যামেরা রাখল চাই,1,crime
এমপি ধুদের দাম কমবে,0,entertainment
কম চুদিছে আখিকে,1,"Meme, TikTok and others"
বিচারকদের মায়েরে বাপ,1,entertainment
ভাই লজ্জাহীন মেয়েটাকে প্রোগ্রাম আত্মসম্মান বিযয়টিকে ভাবা ,0,entertainment
ধন্যবাদ সত্যি বলার দোয়া রইলো,0,sports
দৌলদিয়া মাগি পারা হোম সারভিস দেয়া যোগাযক করুন আরমান ভাই,0,entertainment
মুসফিকের সাফোটার টা বড় বেয়াডব,0,sports
মিন্নি জড়িত,0,crime
মাদারচদ পাপন,1,sports
আরে চোরের বাচ্চা চোর লুচ্চা চোরগো লুচ্চাগো ভিডিও দিছত মারা অপু কই,1,politics
অসাধারন হয়ছে,0,entertainment
এইসব ভন্ড হুজুর কোথায় ওয়াজ হালার পো হালা তুরে পাইলে জুতা মারতাম,1,religion
আল্লাহ অন্যায় বিরত রাখ খবর শেয়ার ধন্যবাদ,0,crime
কোথায় খালেদা জিয়া হাতি কাওয়া কাদের শাতে ছাগলের তুলনা,1,politics
পাগল বিচারক ছুল গুলা বড় বড় যাই ডাজবিন মানে আর্বজনা খানকির পলারে মাগির পুলা বিচারকের চেয়ারে বসাইছে বউরেও পাটাইয়া দিস গোষ্টির চালায় রিকশা বসছোস বিচারকের চিয়ারে,1,entertainment
বিসিবির টাকা এসব টাকা কোথায় খরচ এইটা জানালে ভালো হতো এতই বিভাগীয় পর্যায়ে ক্রিকেটের অবস্থা,0,sports
খুশি হলাম,0,sports
তাহেরি পাইকারি খায় আবল তাবল কয়,0,religion
মুশফিকের জার্সি পরা হালায় দি বড় দালাল,0,sports
জেলা প্রশাসকের গালে জুতা মারো তালে তালে,0,crime
দেশ হটাও হিজরা জাজ যত্তসব ধন্যবাদ তাহসিনেশন ব্রো,1,entertainment
মাগি তোরে করেনায় চোদ ছে,1,crime
ছোট বেলায় বিটিভিতে ছবিটা দেখতাম কিন্ত এট দিতযে কখনই ফুল মুভিটা পারতাম,0,entertainment
ঠিকি হইছে দরি মাছ ছূই পানি,0,crime
সমাজের বাস্তব চিত্র আনা দরকার নিন্দুকের চোখে আঙ্গুল দেখিয়ে দরকার শুভ কামনা করছি,0,entertainment
চেহারার অবস্থা,0,sports
সাব্বিরকে দলে নেয়,0,sports
মজা লুটবে হেকারদের দুষ শালা আবাল,1,crime
খুলনা বছরই পেলেয়ার বের,0,sports
ফিগার কতো সুন্দর দুধ গুলো বড়ো বড়ো ডাব সেক্সী বৌদি ,1,entertainment
কুত্তালীগ শালা রা,1,politics
হারায় বুঝে হারানোর কষ্ট,0,crime
ভন্ড সবাইকে ঈদ মুবারাক,0,religion
রুবেলের রক্ত পিপাসা মুভিটা চাই,0,entertainment
বতর্মান সরকারের অামলে ডি সি পর্ন চবি ধন্যবাদ,1,crime
অন্ডকোষ কেটে দিয়া,1,crime
মাদারের বাচ্চা তোরে পাইলে জুতাপিটা করুম কেয়ামতের আলামত কারনেই অবস্থা,1,religion
ঠিকই ভাই বলছেন,0,sports
ভালোই পরিবারে দুধের সংকট,0,entertainment
বালের তদন্ত কমিটি গঠন করবো বাইন্চোদ দল চোখে ঘটনা তদন্ত,1,crime
ভাই মিনিটের ভিডিও পাই মিনিটের ভিডিও পাই একমত লাইক চাই,0,crime
শয়তান সন্দেহোনেই,0,religion
কুরান ত্রকটা গুদের বই বালের ধর্ম,1,religion
পাপনকে বাদ ঠীক,0,sports
শাকিব আই লাভ ইউ পাপন জুতা মারতে লাইক,1,sports
হালা একাটা কাইল্লা চোদনার পোলা সৌভিক্কার বাচ্চা,1,entertainment
এতের সোনা কেটে হক,1,crime
মাওলানা মারা ক টানিশ কেনো যতো ঝগড়া লাগা মাওলানা,0,religion
রুবেল বাইয়া মেয়ের জীবন নষ্ট কললেন বুকে আল্লাহ খোদার ঠাডা গজোব পরোক ,0,sports
গুলো গাধার বাচ্চা কম্পিটিশনে শুয়োরের বাচ্চারা জাজ,1,entertainment
নটির পোলা পাপন খেলা,0,sports
সবগুলা কথাই,0,sports
লা মাজহাবী গুলো ফেৎনাবাজ,0,religion
জাফর স্যার সারির লুইচ্চা সারাদিন মেয়েদের বিছানায় রেন্ডিয়ার কুত্তাদের দালালি,1,celebrity
ইউটিউবার বেশ্যা পতিতা ভিউস এট ইন্টারভিউ নামে বেশ্যার পতিতার দালালী তারের আনসাবসক্রাইব সবাই ধন্যবাদ,1,entertainment
বিচারক গুলার জন্মের বস্তির পোলাপান,1,entertainment
ছেলেটা মিন্নীর হাটা ধির গতিতে দৃশ্যটা টেনে টেনে দেখছি মেয়েটা জরিত রিমান্ডে নেয়ার দরকার ধরনের মেয়ের মায়ের বুক খালি মেয়ে কয়টা মায়ের বুক খালি করল,0,crime
কপালে বউ ভালো হতো ভালো লাগলো,0,entertainment
কুত্তার বাচ্চা কার বুঝবে মিথ্যা বলছে আবালটারে পিটালে,1,politics
শালা হারামিরে কুত্তা দিয়া খাওয়ান উচিৎ,1,"Meme, TikTok and others"
পাগলদের কাঠগড়ায় দাড় করানোর ধন্যবাদ হেসে মরে যাই,1,entertainment
দাদা দারুণ,0,entertainment
মাগি জানতো সবকিছু মাগি ভাবতে রিফাত মারা সত্য,1,crime
ভারতীয় বাংলাদেশের গ্রামের ভালো নাটক ছবি খুজে বেরাই মনপুরা সমুদ্রবিলাস মহারাণী কুটুম্বপুর জংসন পর‍ অজ্ঞাতনামা সপরিবারে দেখেনিজে ধন্য গেলাম এইরকম দুর্দান্তকাহিনী লোকেশন ভাষ্যর সমন্বয়েছবি আরো আরো চাই,0,entertainment
নাজমুল হাসান পাপনকে গতি নামানো,0,sports
খারাপ সবাই যারটা আসে সবাই ছিছি খেয়েদেয়ে করলো,0,crime
ভাই খেলাই দেখবো,0,sports
এসব নিউজ লাভ দেশে সঠিক বিচার,0,crime
আসলে রুবেল বাজে ছেলে মেয়েটা সটিক বিচার পাইনি,0,sports
জীবনের সেরা ছবি,0,entertainment
ভাই কানকির পুলারে বিচারক দিছে সালারে কয় ছিনে,1,entertainment
বালের রানা হাওয়ার অপমান ভাই চাকরি গুলা ত বিচারক,1,entertainment
মহিলার চেহেরাটা দেখান,0,crime
মনডা জে খানকির পোলা খানকিরে,1,entertainment
খানকির পোলা রা এইটা নাইচ মুভি পোলাপাইন কবি হালার পুতেরা ছবি মা বোন দখচ,1,entertainment
বালের মুভি তামিল মুভি নকল কইরা কাহিনী চোদাস খাংকির পোলা,1,entertainment
শয়তানের বাচ্চা জাফর ইকবাল,1,celebrity
পুটকি চুদবোকতো নিবা,1,"Meme, TikTok and others"
কুত্তার বাচ্চার ভাব,1,sports
 মাঝ খানে মিনিট সেকেন্ড টুকো আলো বলছি অংশটুকু আপনাদের চাই ঘটনা লুকিয়ে আপনারা লুকাতে চাচ্ছেন,0,crime
ধৈর্য ধরলাম সম্ভব,0,entertainment
কেডাকাদেবলছে একরাতেদরাসম্বনয় জদীকেডাকাদেরকেমাত বিশমিনিটেরদরেপেত,0,crime
সালমান শাহের কারো নায়ককে তুলোনা ভুল সালমান শাহ রিয়েল হিরু শাকিব জীবনও সালমান শাহের পারবোনা বাংলার নায়ক একজনোই সালমান শাহ,0,entertainment
শালা মিজানুর রহমান পাগল নবিকে বলিস সিক্স পিক,0,religion
বুঝলাম কাফেরের বাচ্চা এখনো বাংলার জমিনে কয়েকদিন ভন্ডকে গ্রেপতার হয়ছে বলছিল নবী মুসলমান না!আর খানকির পোলা খোদ বলছে মা ফতেমা স্ত্রী নাউজুবিল্লা প্রশাসন পারছে প্রশাসনের দুর্বলতা ,1,religion
খানকির ছেলে পাপন,1,sports
শালা কুত্তার বাচ্,1,religion
অই খানকি মাগি তকে চুদলে অ দন খারাপ,1,entertainment
নাস্তিক জিন্দাবাদ,0,religion
যাইয়া কারাবন কাতিবিন হোগায় গরম রোদ ঢুকাইয়া দিবে,1,religion
ঘটনাটা ফাঁস করল ক্রিকেট বোর্ড ঘটনাটা ফাঁস করল নিশ্চয়ই পাছায় ক্রিকেট খেলোয়াড়রা লাথি মেরে সেজন্য,1,sports
তোগো গোয়ায় বাশ ঢুকাবো তোগো গোয়ায় বাশ ঢুকাবো তোগো গোয়ায় বাশ ঢুকাবো হালার পুতেরা,1,entertainment
রাম ছাগাল তোমার কোরআন হাদিসের শিক্ষা আলেমের ভুল ধরছ বললাম ছাগল,1,religion
ছি ছি ছি দিকার যানাই তোকে নারী তোকে নারী বানিয়ে মেয়ে কুকুর বানানো হোতো আরো ভালো হতো ,1,entertainment
মা রে বোইনেরে পতিতালয়ে টাকা কামা হারামজাদা,1,religion
সুন্দর ভাই চ্যানেলটি সাবস্কাইব দিলাম চ্যানেলটি সাবস্কাইব,0,entertainment
একটাকেও বিচারকের লাগতাছে কুত্তা গুলা,1,entertainment
শালা মোদি মারতে ওনেক ওন্যায় করতেচে কসমির পরোকার পানি চেরে বাংলাদেসের খতিকরচে জাকের তালবাহানা করচে ওনেক,1,"Meme, TikTok and others"
 স্বামীকে মারতে মারতে সেদিকে চিন্তাই আজিব লাগলো বিষয়টা,0,crime
যেই হারামির বাচ্চা গুলা ডিসলাইক সেগুলো একটাও মানুষেরচুদা,1,sports
তাড়াতাড়ি ফাসি মর মরে জামালপুর কলঙ্কমুক্ত কর,0,crime
নাটক টা মজা লাগল শিখলাম ধন্যবাদ ,0,entertainment
পাতনো খেলা এগুলো,0,sports
খেলা খুলনা চট্টগ্রাম দেখায় সিলেট রাজশাহীর গাঁজা খাইনি গাঁজা খাইছে,0,sports
মাদার সুদ বালের বি পি এল আয়োজক গ্রামের ম্যাচ গুলো আরো ভালো,1,sports
রুমিন ফারজানার হিন্দু ধর্মের গাধার কথায় শুনে জে বোলব বাসা খুঁজে পাই ওপু কুকিল তুইতো রুমিন ফারজানার জুতার শোমান ছাগলের ছাগলের,1,politics
কারাফ বাবেন গালি দিমি পাপন পাপন তরে জুতা দিয়া বাড়িইয়াইয়া তর মার ফুন্দে দি হারাইতাম কুত্তার বাইচ্চা,1,sports
দারুণ খবর অহংকার পতনের মুল,0,sports
সাকিব ভাই বাংলাদেশ একদম দুর্বল,0,sports
গুদে চুদে,1,"Meme, TikTok and others"
হায়রে মূর্খের বাচ্চা ছাগলের তিন নাম্বার বাচ্চা খাইয়া নাছোচ,1,religion
দেশি ভাবি রা গুদের জালা মিটাতে,1,"Meme, TikTok and others"
নাসির কেনো জে টিমে রাখে বুজি ফালতু পিলিয়ার,0,sports
সবচেয়ে পছন্দের নাটক জান্নাত,0,entertainment
এরাত হারামির ছাওয়াল,1,religion
পাপন রে জুতা পেটা শালা মাদার দ,1,sports
এতো দেখি মন ভরেনা মন চাইযেন সারাদিন দেখি ভালো লাগে নাটক টা মাঝে মাঝে জানি কান্না পাই কেনন জানিনা টিউন টা অসাধারন ,0,entertainment
সিলটি ফুয়াইন,0,sports
একাউন্ট ভিডিওতে বাড়াবার জন্যই সাবসক্রাইব বাড়াবার নামাজ বর্তমানের কমেন্ট আসলে একবারও নামাজ তারাই ওয়াক্ত নামজ বলছে সবই স্বার্থের ভন্ড গুলা এসব কমেন্ট,0,entertainment
শাউয়া দুইটা সৌভিক জাকি হ্যাডার পোলা গোরে ধরনের নাটকে আল্লাহ জানে,1,entertainment
হায় রে মায়ের জাত বুকে মারিস লাথ মুখে ভাত ডাইনিতে মাঝে তফাত জাতি বড় খাটি কখনো পাক কখনো নাপাক পতিতালয়ের মাটি,1,crime
হচ্চে নাম্বার খানকি ,1,entertainment
বালের ভিপি খালি মাইর খায়,1,politics
আললাহ আল্লাহ কই দেখ বাবার কান্না জুলুম দিবে বিচার আললাহ,0,crime
সালা লুচ্ছা,1,religion
বালের খেলা ওয়াজ আগের বোকা,0,sports
দাদা শালাকে কেলাও মা বাবার অবিসাফ ধংস হোয়ে,1,"Meme, TikTok and others"
দুরো সালার পুদ চুপথাক,1,sports
কাদের কাউ কাউয়া,1,politics
মিন্নির মাগীর ফাসি চাই,1,crime
দূর শাহেদ শালা আমিতো ঘড়িই পড়িনা,1,politics
বলবো বলার এসব,0,religion
মিন্নি হসহায় আপনাকে ধন্যবাদ,0,crime
আফ্রিদির অভিনয় দেখলাম বলার অসাধারণ,0,entertainment
লজ্জা লাগে এতো লোক দের মারলো সবাই মজা নিলো সবাই এগিয়ে আসলে মা কোল খালি হতো আরএ কুওা গুলো আপনজন দের রাখতে বিপদে পরলে এগোলে বিপদে আরাক পাবো,1,crime
ডি সি সাধনা করতেছে হায় ডি সি সুন্দর বউ থাকতে সাধনা গেলি,0,crime
সালা খানকির পুলা দেশটা খেয়ে দিলো খানকির পুলা কাউয়া,1,politics
সবগুলো পুরো পুরি পাগল তাসকিন পাগল,0,sports
মাগী রে চুইদা,1,entertainment
হায়রে কুওা চোদা দরকার,1,crime
দোষি নিরঅপরাধ খেলোয়ার সাজা পাপনের হাত রেখেছিল,0,sports
মিন্নি বেস্যা,1,crime
বড় বেশ্যা এসব গন রেফ মেরে ফেলে বাংগালি জাতির কলংকো সারা নারীর বদনাম বেশ্যায় কাফি জারোজ ফ্যামেলির জারোজ পতিতা খানকি কুওার বাচ্চাদের কারনে বারোটা বাচছে মাদারির বাচ্চা পরনো ভিডিও বানা,1,entertainment
জানুয়াররা মিন্নিকে পাওয়ার আশায় রিফাতকে খুন করল কিন্তুু ছলনা মিন্নি রিফাতকে মারলি মিন্নির সবাই সাদ মিটাতি সঠিক বিচার,1,crime
সালায় পাগল মাথায় সমস্যা আছে!কাউয়া কাদের,1,politics
ভাই বিচারকের নামে কলঙ্ক,0,entertainment
আপন পাপন যোদ্ধা হেরে,0,sports
দেশি মাগী,1,"Meme, TikTok and others"
থ্যাংকস ফর ইউ,0,entertainment
হারামজাদা ‌তোর ফাস‌ি,1,crime
নাইস হিস্টুরি,0,entertainment
নাম্বার ভন্ড সালা চাইতে পাবলিক ভাল বোঝে,1,religion
দেওয়ানবাগী পাঠিয়ে দাও হাগু খাওয়াবো সালা মিথ্যা,1,religion
সাব্বির ভাই এগিয়ে যাও আছি,0,sports
স্বামীর ধোকা বাজি করছো বিচার তোমাকে পেতে প্রশংসা প্যান্টি খুলছো হিজাব টা খোলেনি হিজাব সম্মান দেখাইছো মাগি হেডার ভিতর আইক্কাআলা বাঁশ ঢুকাইতে হইবো,1,crime
অর নুনুটা কেটে ফেল,0,sports
সবাই পাগল ভাই আপনাকে ধন্যবাদ ভিডিওটা ভানা,0,religion
হালারপোতোমার ক্রিকেট ধ্বংসের পথে,1,sports
চারাল পরিচয় এভাবেই,1,"Meme, TikTok and others"
জান্নাতের খবর আপলোড দিবেন,0,entertainment
পাসি চাই,0,crime
মাগির বাচ্চায় অ ভাই পাপনের পতন চাই,1,sports
বলছি রাজশাহী ইনশাল্লাহ ক্যাপ নিবে এখনো বলছি ওস্তাদের মার শেষ রাতে মানেন লাইক,0,sports
রাজশাহী কাপ নিবে একমত আছেন,0,sports
বেশ্যা মাগি আত্মহত্যা করিস মরলে সন্তানকে আল্লাহ দেখবে ভাবিস,1,crime
ইন্দুর তোই মরছ,1,celebrity
শাবনুর মানে,0,entertainment
তুরার মারে চুদ্দাম শুদু বিগ্গাপন,1,entertainment
হালারে দরি সবাই জুতা মার,1,religion
কিসের তদন্ত খানকির পোলা তদন্ত মাপ জাবি লজ্জা থাকলে হাসতি বেয়াদব,1,crime
এইস হুজুর ইসলামের আলোচোনা সমাজে মারা মারি তৈরি এসব হুজুর পেলে কাইটা টুকরা টুকরা রাস্তায় দাও,0,religion
পাপন খানকির পোলা এইসব কুত্তার বাচ্চা পাপন পাপন,1,sports
আবাল চোদা শ্রোতা,1,religion
ভাই ভাল,0,crime
দারিওয়ালা মাদারচুদ পাবনা এসেছে নাম বালের খার খানকির পুলা,1,entertainment
খানকির পুলার জন্ম হইছে জায়গায় হা হা রিয়েক্ট এসব শুয়োরের বাচ্চারা মা বইনের ধর্ষণের পোস্টেও হা হা রিয়েক্ট দিবে,1,celebrity
মাদারিকে জুতাপিটা বেইর,1,crime
একদম রাইট গোলো,0,entertainment
নাদিয়া পরিচয় শেয়ার চাই,0,entertainment
টিপু সুলতান ভাইয়া,0,crime
মন্তব্য সঠিক মিন্নি জরিত বিষয় মিন্নি নয়ন আটকাচ্ছে কারন নয়ন ভালবাসে পরিকপ্লিত,0,crime
হায়রে মাদারচুদলীগ দেশটারে ধংস দিল,1,politics
এসব কাদের ফাদেরের শুনতে চাই এদেরকে পারো হাত পা কেটে দাও ল্যাংটা পাছায় আলকাতরা লাগাও কালা কুত্তার ঘু খাওয়াও হোগা বাঁশের কঞ্চি ঢুকাও,1,crime
মুশফিক গালি দিলে মুশফিক জান্নাতের খুর শালা মুশফিকের গুষ্টি চুদি,1,sports
যাহারা ডিসলাইক তাহারা দেওয়নবাগীর মুরিদ আবাল লাইক,0,religion
এসব ছাগল বিচারকের দেশে শিল্পী তৈরি,1,entertainment
কার কার তুলনা কোথায় কাদের কোথায় বেগম জিয়া ছাগল কোথাগার,1,politics
বিসিবির সভাপতির পদত্যাগ চাই জাতি,0,sports
ভাল লাগলো এইটা বুঝতে পারলাম জন্ম বাবার পু কারন অবশ্যই নাস্তিক বাবার পু মেরেছে ফল স্বরুপ এসেছেন ,0,sports
আবাল মন্ত্রী,1,politics
জানয়ার অবাক হলাম৷ বাবা মা প্রিথিবির বড় সম্পদ বাবা মাকে কিভাবে কস্ট জানয়ার জাচ্ছে এইগুলা কেয়ামত আলামত ভিডিও চোখে পানি পরলো জানয়ারকে পেলে খুন করতাম,1,"Meme, TikTok and others"
শালাগো ধইরা জুতাপেটা টেস্টি ভিতরে গলায় ফাসি দাও শালারা মুসলমান অপমান তোমাকে অপমান শাস্তি সম্পর্কিত ইনশাল্লাহ আল্লাহ শাস্তি,1,religion
