sentence,hate,category
"আল-কুরান & হাদিসের অপব্যাখ্যাকারি,ধর্ম ব্যব্সায়ী,যুদ্ধাপরাধী,খুনি-ধর্ষক,ভন্ড,রাজাকার,জংগী সংগঠন জামাত-শিবির(থু…থু…থু…) এর শুয়োরের বাচ্চারা আজ বিক্ষোভ মিছিলের ঘোষনা &বাধা দিলে লাগাতার ৭২ ঘন্টার হরতালের যে দম্ভোক্তি গত কাল দেখাল…পা চাটা দালাল,কুত্তার বাচ্চা হিংস্র সেই হায়েনারা আজ কোথায়.…?",1,celebrity
খানকি মাগি তুই সিফাতের সাথে শুয়ে থাগ,1,"Meme, TikTok and others"
এইখানে পাপনের চালবাজি,0,sports
পপি কে লেংটা করে মিশা রেপ করলে seen টা অনেক সুন্দর দেখাত।,1,entertainment
হায়রে নিয়তি সব শূয়ের বাচ্চা,1,sports
সুন্দরী আপুর চাঁদ মুখ খানা জাতি দেখতে চায়,0,crime
এত দর্শক মাঠে! ছিঃ ছিঃ,0,sports
ওদের জন্য কান্না করে কুনুভাল নাই কারন এরা মানুষ রুপি জানোয়ার,1,crime
মুসলিম হোক যাই হোক আমরা তো সবাই মানুষ 😭😭ভিডিওটি দেখার পর চোখে জল নেমে আসল 😭😭আর মানুষ এতই স্বারথপর হয়ে গেছে 😭😭😭সবার সামনে রিফাতের খুন হচ্ছে এথচ কেই এগিয়ে আসলো না😭😖😭 যদি সবাই যদি এগিয়ে আসতো রিফাতের এভাবে যগন্যো মৃত্যু হতো না 😿😹😭👉👉আমি সরকারের কাছে এই বিচার চাই রিফাত💗💗 ভাইয়াকে👉👉 যেভাবে খুন করেছে তাদের যেন সঠিক বিচার হয় 👍👍এই কামনা করি আর বিশেষ করে মিন্নির ফাসি ফাসি হোক 👤😣😈😈কারণ ভিডিও🔭📱💻 টি ভালোভাবে দেখার পর জানা গেল যে মিন্নি 😈😈 কেন আরো বেশি হাত আচ্ছে 👤এই রিফাত ভাইয়ের❤❤ খুনিতে কারন আপনারা সবাই ভিডিওটি ভালোভাবে লখ করুন👍👍 রিফাত ভাইয়া💟💟 আসার পর মিন্নি কে যাওয়ার জনোও ডাকে মিন্নি রিফাত ভাইয়ার 💗💗সাথে না গিয়ে ওই জানুয়ারদের🐺🐺🐺 কাছে চলে যায় ওই জানুয়ার রা 🐺🐺🐷যেন জানে রিফাত ভাইয়া💝💝 সঠিক সময়ে আচ্ছে এই বলতে গিয়ে 😈😈বেয়াদব মেয়ে মিন্নি টা দুরে গিয়ে 👉রিফাত ভাইয়ার💝💝 সাথে না গিয়ে আবার কলেজের ভিতরে ধুকে পরে👉👉 বেয়াদব মেয়ে ধুকার পর রিফাত💕💓 ভাইয়াকে এসে সবাই মারতে শুরু করে 😭😭আর যখন রিফাত ভাইয়া কে ধরে নিয়ে যায় তখনও সেই দেখেই কিছুই করলেন না😭😖😭😭😭😭 তার পিছু পিছু আস্তে আস্তে হাটতে লাগলেন😈😈 আর যখন জানুয়ার রা✂📌📍🐶🐹🐺🐺 রিফাত ভাইয়াকে💗💗 কুপাতে শুরু করে 😭😭মিন্নি নামে বিয়াদব মহিলাটা তার কাহিনি শুরু করে দরশক ও মিডিয়ার সামনে তার সাধুটা প্রকাশ করে 😈😈 নিজে বাচ্চার জনোও যাহাতে ওর সনএাসের প্রতিরুপ যেন কেই বুজতে না পারে 😈😈👣👣👣👉👉আমার বলার এই যে রিফাত ভাইকে 💝💝💞যারা খুনি করেছে সরকার তাদের সবাইকে যেনো ফাসি দেই😈😈 আর মিন্নির মাগিকেও ফাসি চাই😈😈😈 জনগনবসবাই চাই মিন্নির সাথে যারা জরিত তাদের ও এই ফাসি হোক 😈😈কারন এই বিচারটি যদি সুস্তভাবে না😭😭 হয় মিন্নির😈😈 জনোও আরো অনেক ভাইদের জিবন হারাবে 😭😭😭আমি চাই মিন্নির ফাসি ও তার সাথে যারা জরিত তাদেরও ফাসি হয়ে😈😈 রিফাত ভাইয়ের আত্তা শান্তি হোক💓💟💕 এই কামনা এই বিচার যেন সরকার মেনে নোক👏👏 এই বিচার সকল জনগনের দাবি 👏👏👏👏 এই বিচার করুন সরকার আর জনগন👏👏👏 এই ভিডিওটি যিনি উপস্তাপন করেছে তাকে অনেক ধন্যবাদ👏👏💟💞💝,1,crime
মেহেদি হাসান খুব ভাল ব্যাট করেছে,0,sports
এইগুলি তো আওয়ামী লীগে কুত্তা লীগ।।,1,crime
মানুষ ভুল পথে যায়তেছে আল্লাহ তাদেরকে হেদায়ত করুন।,0,religion
তোমার জারি গান ভুল হয়েছে । কারণ স্ত্রীর পরিকল্পনায় স্বামীকে হত্যা করিয়েছে । ভাই গানটি সংশোধন করে আবার পরিবেশন করুন । ধন্যবাদ,0,crime
মোনের কথা বলেছো দাদু তোমাকেই বিসিবি সভাপতি হিসেবে চাই,0,sports
আমি বাংলাদেশী সব নাটক খুব পছন্দ করি আমি ও সিনিয়ের ভাই দের মত দেশের জন্য কাজ করতে চাই যদি একটা সুযোগ পাই,0,entertainment
তুর কাজ নাই,0,sports
মিনিট শুনলাম ওয়াজ কাকে বলে কিছুই পাইলাম না পাইলাম শুধুই তাহেরীর বদনাম গাওয়া শালা বাল পাকনা শিশু থাপরাইতে থাপরাইতে তর দাত ফেলে হারাম জাদা !,1,religion
আমার মনে হয় হিরো আলমের নায়িকা হওয়ার যোগ্য ওর এখনো হয়নি,0,entertainment
বালের কুট কুট মোসাদ্দেক একটারে নিছে সিলেট আর পাইছে না আবার কেপ্টেন অ বানাইসে হায়রে বিনোদন 🤣 এর থেকে আমাদের সিলেট এর লকাল প্লেয়ার তান্না আরও অন্যান্য রা অ অনেক ভালো,1,sports
ওরা মানুষ নামের কলংক যারা মানুষ কে সম্মান দেতে জানে না তারা মানুষ না ওনাদের মত কিছু মানুষের জন্য আজ আমাদের শিল্প সংস্কৃতি ধংস হয়ে যাচ্ছে তারা চাই নতুন কোন মুখ যাতে অভিনয় করতে না আসে সবাই এদের কে দিগকার জানায় ও ওদের মত অভিনেতাদের অভিনয় না দেখার অনুরোধ করা হলে।,0,entertainment
এরা কি জে আসলে এদের বিচারক রাখা হইছে,0,entertainment
পড়াশুনা আরো কর সময় আছে বলদ,0,religion
দয়া করে এমপি ডিসি এদের এই অশ্লীল ভিডিও লিংকটি আমাকে দেন আমি পাচ্ছিনা তাই।,0,crime
ভাইয়া পাপনের ক্যাসিনো ভিডিও নিয়ে রিপোট করবেন,0,sports
কাদের একজন ছাগল আর বেগম খালেদা একজন দেশও নেত্রী,1,politics
না খেললে। আমাগ বাল হইব। জানোয়ার। খেলিসনা তোরা। ইতিহাস সাক্ষী খেলা ধুলা দিয়া বিশ্বের কোন জাতি উন্নতি হইতে পারে নাই। শুদু যারা খেলে জানোয়ারেরা। বেশ্যা মাগি নিয়া আরাম আয়েশ করছে। বাঙ্গালী খেলোয়ারের দিকে দেখলে মনে হ এদের নৈতিকতা বলতে কিছু নাই।,1,sports
একমাত্র পাপন সাহেবের জন্য ক্রিকেট ধ্বংস হতে যাচ্ছে,0,sports
তবুও জাতীয় দলে আসবে না।কোন লাভ নাই,0,sports
দুধ এর চাপ খেয়ে তো সাকিব পাগল হয়ে গেলো,0,entertainment
এক কথায় দারুন হইছে,0,entertainment
"জ তে জাফর, তুই রাজাকার তুই রাজাকার  হুমায়ুন আহমেদ লিখেছিলেন, ""১৬ ডিসেম্বর, ভোর। ১৯৭১। আমার বুক ধক ধক করছে। বাজিছে বুকে সুখের মতো ব্যথা। বিশ্বাসই হচ্ছে না, আমরা স্বাধীন। এখন আর মাথা উঁচু করে হাঁটতে সমস্যা নেই।… ‘নিজের দেশের মাটি/দবদবাইয়া হাঁটি।’ আমি দবদবিয়ে হাঁটার জন্যে বের হলাম। প্রথমে খুঁজে বের করতে হবে আমার ছোট ভাইকে (জাফর ইকবাল)। শুনেছি, সে যাত্রাবাড়ীতে আছে। গর্তে বাস করে। যাত্রাবাড়ীতে আমার দূরসম্পর্কের এক মামা বাড়ির পেছনে গর্ত করেছেন। তিনি তাঁর স্ত্রী এবং দুই ছেলে নিয়ে গর্তে বাস করেন। জাফর ইকবাল যুক্ত হয়েছে তাদের সঙ্গে।""  --কত না অশ্রুজল  (আমি রাজাকার  না)",1,celebrity
ছি ছি শালা আবার ক্যামেরার সামনে এসে কি ভাবে কথা বলতেচে ছি,1,crime
পাপ বাপকেউ ছাড়ে না।সালা লুচ্ছা,1,crime
কাংলুদেশ এরকম চোদানোাই পারে.....কেলানো মাস্টার.... !!,1,entertainment
মেীসুমী এদেশের সেরা নায়িকা। তাকে জাতীয় চলচিএ পুরুস্কার কমপক্ষে ১০ বার দেওয়া উচিত ছিলো।,0,entertainment
শুয়োরের বাচ্চা একটা,1,celebrity
এই শালা তোর যেই চয়েজ তোর চয়েজ এ গেন্জি ও চুল কাটতে হবে তোর যেই শার্ট আর চুল। শালা বুকা চুদা দুদু খাও।,1,entertainment
শালা কাউয়া কাদের,1,politics
এই শুয়ারের বাচচারাই তো দেশটাকে লুটে পুটে খাচ্ছে নইলে তুই তৃতীয় বিশ্বের একটি দেশ বাংলাদেশ সেই দেশের একজন মনত্রি যে দেশের ষাট ভাগ মানুষ এখনও দরির সীমার নীচে বাস করে আর তোর একটা ঘড়ির দাম দশ লাখ এ রকম বেশ কয়েকটা ঘড়ি যাহার মুল্য প্রায় এক কুটি টাকা এই টাকা অবশ্যই সত পথে আয়ের টাকা না সত পথে আয়ের টাকা হলে এত টাকা দিয়ে ঘড়ি কিনতোনা চুরি চামারির টাকা এদের নেংটা করে পাচা দিয়া গরম সিক ঢোকাইয়া দেওয়া,1,politics
কানকী ম্যাগী এটা কি চ্যালেন,1,"Meme, TikTok and others"
ভাই দিপক আগারয়াল কোতায় ওর কি সাস্তি হয় নাই,0,sports
সালারে মাইরা ফেলে,1,"Meme, TikTok and others"
বাংলাদেশের মধ্যে মান্নার মতন নায়ক আর হবে না আর কেউ হতে পারবে না,0,entertainment
নষ্টনায়িকা,0,entertainment
নাসিরকে কেন খেলায় লয় শালা খেলা পারে না নাসিরকে ফাউ দলে রাখে,1,sports
ভাইয়াইচ্ছা করে আপনার মতো মন খুলে কথা বলিজানেনই তো ব্যক্তিগত মত প্রকাশ করা মানেই দুনিয়া থেকে ব্যান হয়ে যাওয়া।,0,sports
"অনেক ধন্যবাদ পর্ব দুই দেওয়ার জন্য,, খুব ভালো লেগেছে নাটক টা ।।👏👏👏",0,entertainment
সঠিক পথের দিশা পেতে জামাত শিবিরের কোন আলেমের ওয়াজ শুনে আমার মনে হয়,0,religion
"""মীরজাফর"" এর আদর্শকে কলঙ্কিত করেছে তারই শিষ্য ""অনলি জাফর""",1,celebrity
তুমি অনেক সুন্দর আল্লাহর ধন মাটি থেকে আসমান পর্যন্ত।তোমার মাং ফেটে চূর্ন বি চূর্ন হয়ে গিয়েছিল। আর বাকি ধনের অংশ তোমার মার মাং ফাটিয়ে দিয়ে তোমার বাবার গোয়ার ভিতরে যিয়ে বাকিটা ধন তর পুর বংশের মাং ফাটিয়ে তর মুখ দিয়ে ঢুকিয়ে তর পাইখানার দরজা দিয়ে বের করেছ।তর এই তিন যায়গায় ধন ঢোকার কারণে তর মাং গোয়ার ছিদু এবং মুখ দিয়ে ঢোকার কারণে তর শরীর মালের ভরে তর পোর শরীর ফেটে মাং হার গোল হাওয়া হয়ে যায়।তার পর তোকে জাহান্নামের সপ্তম কোপে নিখেপ করে। সেখানে তোকে আগুনের হোল দারা চোদায়ছে। এভাবেই আ জনম জাহান্নামের তোকে চোদা দিতে হবে আরো কঠোর আজাব দিবে।তবু তর জিন দিগি শেষ হবে না।এ কথায় আজীবন জাহান্নামে থাকবি নটির চোদা তুই,1,religion
এই লুচ্চার বিচার হবেনা,1,crime
খানকি মাগির চুদানোর সময় মজা লাগছিলো তখন বাচার ইচ্ছা ছিলো চুদাইতে গিয়ে দরা খাওয়ার পরে এখন তার বাচার ইচ্ছা নাই,1,crime
ফাক দেট জংলি মাদারফাকার!,1,entertainment
পুরো ভিডিও কে কে দেখছেন? আমি কিন্তু পুরো ভিডিও দেখছি।,0,religion
বাঙালি কে জাগিয়ে তুলতে শিক্ষিত সমাজে অশিক্ষিত মানুষকে চোঁখ খোলে দিতে আমাদের কে ভরতে দিন চেয়ার নড়াচড়া করে একটু হলুদ একটু মরিচ দিয়ে বানিয়ে সমাজকে দূষণ মুক্ত ও শোষন মুক্ত করার জন্য আশোন আমরা নেমে পড়ি।ঈদ মোবারক সবাইকে।,0,religion
দোয়া করি আমাদের সোনার বাংলাদেশে এমন সত্যিকারের একজন মানুষ আসবেন। দেশের মানুষকে ভালোবেসে তাদের দুঃখ দূরকরবে।,0,entertainment
জাতীয় বোকাচোদা,1,celebrity
বুকাচুদা পরিচালক,1,entertainment
মুশফিক ও মাহমুদউল্লাহ কে বাদ দেওয়া উচিৎ। দুই জন বড়ো মাদারচোদ মিরাজ কে কোন যোগ্যতায় আছে বুঝি না। সাকিব একা সব করতে পারবে না। মুশফিক রানে আউট হয়সে কিসের ব্যাটসম্যান।?,1,sports
খুব খুব খুব মিস করব সাকিব ভাই আপনাকে,0,sports
আসুন আমরা সবাই মিলে এই চেনেল এর মালিকের মারে গিয়ে নিজ দায়িত্বে চুদে আসি,1,sports
তোদের মতো ছাগল দিয়া এই বিচার হবে না,1,entertainment
বস আমরা আছি তোমার সাথে,0,sports
মডেল আরিফ খান আর এই হালাকে এক সাথে রাখলে আরিফ্ফা এই হালাকে পুটকি মেরে রেখে যাবে,1,"Meme, TikTok and others"
দালোলের বাচ্ছা গালি দিসে কার বাপের কি,0,sports
পহিন্নির পোলাপাইনের বাত হলে যা হয়,1,sports
ভালের মুভি গান আর গান,0,entertainment
বর্তমান দ্বায়িত্বে যারাই আছে তাদের চরিত্র নিয়ে সন্দেহ হয় হাই রে ডিসি,0,crime
হাসতে হাসতে পেট ব্যথা হয়ে গেছে মিথিলা ভার্জিন এখনো এক সপ্তাহে বউ তামা তামা হয়ে যায় এগারো বছর সংসার করার পর এখনো ভার্জিন কি পরিমাণ গাঁজা সেবন করলে সৃজিত এই কথা বলতে পারে আপনারাই বলেন,1,entertainment
চ্যানেলটি সাবস্ক্রাইব করে পাশে থেক।,0,crime
অনেক কষ্ট এ এবুকে,0,entertainment
মিন্নিকে দেখা যাচ্ছে পেছন পেছন দল বেধে হাটছে,0,crime
কাজ টা একবাড়েই খারপ হল বাট অনেক মজা পাইছি অনেক হাসছি,0,sports
হাতের আংগুল জেমন সমান না প্রিথিবীতে সব মানুষ ও সমান না জার কম্য জেমন তার ফল তেমনি পাবে হুজুরেরা কি বলেছে তুমি গাজা খাও মাজারে সেজদা কর এগুলি করি আমাদের মতই সাধারন জনগন আমি এই কথাই ভলতে চাই জে কিছু কিছু ভন্ড দের কারনে সবাইকে বলা ঠিক না কারন আল্লাহর অলিরা কখনই বলে না তুমরা খারাপ পথে চল,0,religion
বাংলিশ কুত্তা বাচ্চা বাংলায় ভালো করে বলতে জানে নাহ আবার ইংলিশ মারা,1,entertainment
আমি বলছি তার ইস্তী কে আইনের করা শাস্তি দেওয়া হোক।,0,crime
শালা কি ছারচ,1,religion
আমি পাসি চাই মাগির বাচা,1,crime
তদন্ত তদন্তে ই দিন যাবে দেশটাকে জাহান্নাম বানিয়ে দিলো কুত্তারবাচ্চারা,1,crime
অনেক ধন্যবাদ সবাইকে কষ্ট,0,entertainment
তোর চামচামি কেউ ভাইরাল করবেনা কত পাইছো ডি সির কাছ থেকে লুচচামির বেলা মনে ছিলোনা যে কেমেরা লাগাইছে ভালো করেছে,1,crime
মোটামোটি ভালো লেগেছে।রাজু মালয়েশিয়া থেকে,0,entertainment
এখন বুঝি তোমাকে ছারা কেমন লাগে,0,entertainment
মাসুদ রানা মানে কি বুঝলামনা,0,entertainment
স্যারের দোস নাই চোদা মনে হয় ভালো দিছে শালি মাগি,1,crime
শালায় কেমনে পাকনা পাকনা কথা বলে,1,religion
বাল ও হবে না এই নাটা নাটা গুলারে নিয়া,1,sports
এডমিন তুই ভন্ড।,0,religion
"টিজার অনেক আগেই কতো বার দেখেছি, আর কতো দেখবো,পারলে ফুল মুভিটি ইউটিউবে ছাড়েন?",0,entertainment
সাকিবের চেয়ে কি বাংলাদেশের ক্রিকেটের জন্য পাপন বেশী জরুরী। 😡 মাশরাফি এম পি র ক্ষমতা নিয়ে মাননীয় প্রধানমন্ত্রী কে পাপনের কুকীর্তীর কথা বলুন। যদি সত্যিকারের খেলোয়ার হয়ে থাকেন।,0,sports
বাইনবচোদ তোর পাচায় বাশ। হাফিজুর রহমানের পায়ের ধুলির যে মর্যাদা সেটাও তোর নাই।,1,religion
ও মাগির ফাসি দেওয়া উচিত,1,crime
এদের ফাঁসি দেওয়া হক।,0,crime
ভাই ঠিক আছে। 👍👍💯💯💯,0,entertainment
আসসালামু আলাইকুম প্লিজ ভাই এই সমস্ত নোংরা ভিডিও আর ইউটিউবে বা ফেসবুকে ছেড়ে খালি খালি পাপী হয়েন না আশা করি আমার কথাটা আপনি মানবেন আসসালামুয়ালাইকুম,0,crime
ভাই ক্রিকেট মাঠে কেমনে ১০০তে১০০??১১০ইনিংসে একটা ১০০নাই। গড সব ফরম্যাট মিলে ২৫ করে।খেলবে কি নারী নিয়ে ব্যস্ত।,0,sports
সাবস্ক্রাইব করলে সাবস্ক্রাইব করমো,0,sports
ওই পাইস সেরভাইসেস আবালের যদি বাংলাদেশের শেষ সীমানায় পাতাম তোর কুপে আমি হত্যা করতাম বিশ্বের সকল মুসলমানের মুসলমানের খুন করা ওর গুষ্টি পাঠিয়ে দিতাম,1,crime
পুলিশ কি করে গুস খেয়ে ছেড়ে দেয়,0,crime
অন্নের পাপকে ডেকে রাখুন আল্লহআপনার পাপকে ডেকে রাখবে,0,crime
অামি শিউর সাকিবকে চাপের মুখে ফালানো হয়েছে,0,sports
অসাধারণ ম্যাচ হয়েছে👌👌,0,sports
এডমিনকে মনে হচ্ছে পাগল চোদা মাথায় কিছু নাই,1,religion
বেগম জিয়ার চাকরের চাকর নয় ঐ কাউয়া,1,politics
ভাইয়া এগলো কাফের,0,religion
মেয়েটার চালাকি মনে করছে স্যার যদি নিদুশ হয় পরে মেয়েটা বাচতে পারবো এবং কি আরো মজা করতে পারবে,0,crime
এসব নারীরা জাতির কলঙ্ক! ভাবতে ও অবাক লাগে দোষ করেও স্বীকার করতেছে না! কেউ অাজেবাজে গালি দিয়ে ছোট হবেন না!💓,0,crime
আজ রোস্টিংটা দেখতে ইচ্ছেই করলো না বিরক্তিকর লাগছিলো এই ভন্ডকে সহ্যই হচ্ছিলো না পুরা ভিডিওটা দেখতে পারলাম না,0,religion
ভারতে প্লেয়ার খারাপ খেল্লে গাল দিলে কেও কিছু বলে না আর বাংলা দেশের গার পাকামো যত সব বালের মুশফিক কে গাল দিঃয়েছে ঠিক করেছে,0,sports
এই নমরুদের বাচ্চার সোনাটা হায়না দিয়া খাওয়াতে হবে,1,entertainment
মাগী বাজ খেলোয়াড় কে কেন বিছিবি রাখে। সব গুলা মাদক সেবন কারি। বস্তি থেকে উঠে আসলে এমনি হয়। পরিবেস বদলালেও নিজের অস্তিত্ত বদলাতে পারেনা।,1,sports
শতো শতো মানুষ কমেন্ট করছে জানোয়ারের বাচ্চা কেউ তো তোরে ভালো কইলো না৷ জানোয়ার,1,religion
এদের বেতন কমিয়ে দেন।।।।,0,sports
নল,0,entertainment
কতবড় মিথ্যা বাদি অসিকার করে মনে হয় মিথ্যা কথার উপর সরকার ভাতা দায়,0,crime
"গানের সুর সুন্দর লাগছে অনেক অনেক ভালো, জার চাল নাই চুলা নাই তার সাথে প্রেম করাটা মোটেও ঠিক না হবাব কিহবাবে সাংসার কষ্ট লাগে কিন্তু শান্তি লাগে না পেটে ভাত না থাকলে প্রেম পালায়া জায় ভালো মানুষেঅপরাধ এটা",0,entertainment
ওই কাংখির পোলার লিঙ্গ কেটে ফেলা হোক।,0,crime
কত প্রমান লাগবে তার কাপুর নস্ট করেছে কিনা সেটা কি তদন্ত কমিটি তদন্ত করবে,0,crime
মাসুদ একটা মাদার চোদ শালা ফকিন্নির পোলা শালার চুলের অবস্থা কি বস্তির পোলা,1,entertainment
তোকেতো দেখতে চায়না দেখতে চায় তোর বড় দুধ গুলা বুঝিসনা,0,entertainment
তুইতো সাবনুর ত দুরের কথা তুইতো ময়ুরীর যোগ্যনা তুই পতিতালয়ে যা,1,entertainment
রাজশাহী নিবে কাপ,0,sports
হুজুর ওয়াজ করতে আসে না ঝগড়া বাজেতে আসে।।।। মাদার চুদ!!!!! মিজানূর রহমান এর ওয়াজ শুনবি।।।। কিছু শিখতে পারবি,1,religion
বাংলাদেশ পুরো ক্রিকেট টিম মাগীবাজ...,1,sports
শাবনূর ম্যাডাম পিচ্চি পিচ্চি লাগে।,0,entertainment
বিয়াদব,0,sports
নাস্তিক কুত্তাগুলা এই রকমই হয়।,1,celebrity
এটা তো আমার বউ এর থেকে বড় 😑,0,entertainment
তবে গান টা কিন্ত খুব ভাল গেয়েছেন।,0,crime
লুচ্চা বদমাইশ চোর বাটপারদের বড় বড় পদে বসিয়ে দিয়েছে আরো অজানা কতকিছু যে আছে আর কালে কালে আরো কত কি যে দেখতে হয় কে জানে!,1,crime
এই বানচোত এর সাথে ভালো কথা বলে লাভ নেইবানাতে হবে মাল টাকে,1,"Meme, TikTok and others"
হে আল্লাহ আমাদের সবাইকে অপরাধী জগত থেকে হেফাজত ফরমান এবং দন্ডপ্রাপ্ত আসামীদের পরিবারকে সবরে জামীল দান করুন।,0,crime
সালা পাগল,1,"Meme, TikTok and others"
ওরে এখন ফিটিং দিবে এ শালায়,1,sports
বাইঞ্চুত নাকি একটা গালি।  পুলাপাইন কুব কারাপ..,1,celebrity
মাজার পূজারীরা ডিসলাইক দিছে 😡😡 সালারা,1,religion
গুষ্টি চুদ সালার,1,"Meme, TikTok and others"
নেশাগ্রস্থ স্যারকে বলতে চাই কে তুমি বৎস ধরিয়া মৎস বেচিয়া গন্জে অকুলও কুন্জে না খাইয়া তাজা কেনো ভক্ষন করিয়াছো মেয়াদ উওীর্ণ গাজা,1,entertainment
তারেক কে জুতা মার,1,politics
আসলেই আমাদের দেশ অনেক সুন্দর,0,entertainment
সেই মজা পাইছি আর কোন আবাল গুলা ডিসলাইক দিছে আর হ্যা আজকেই একটু আগে মাত্র চ্যানেল এ 🐍🐍🐍এর খেলা দেইখা আসলাম তালাশ ফিড ব্যাক 🐸🐸🐸,0,entertainment
পাপোন্দার পদত্যাগ চাই।,0,sports
ওর মুখে জুতা মারেক জানোয়ারের বাচ্চাকে জারোজ কুত্তার বাচ্ছা শুয়ারের বাচ্চা,1,crime
তাকে জাতীয় মাগির পদক দেওয়া হোক,1,entertainment
ইসলামিক আইনের বিবাহ করার মানুষ জোদি জিন্না করে যাহয় তা বিচার হক,0,crime
তুই রাজি হলি কেন,0,crime
খুব ভাল লাগলো,0,entertainment
দারির কোনো ধোস নাই কিণ্ডু বিচারক দিলো এমন চার কুকুরকে অামার অনেক কষ্ট হয় বোদার মাসুদ রানা ওকে,1,entertainment
যখন আকাম কুকাম করেছ তখন নিজের ছেলে মেয়ের কথা মনে ছিলনা বিচানা শয়তান এসে গরম করেছে,0,crime
ভাই চার মিনিট না পুরো মিনিট আমি এইমাত্র একটা আইডি তে দেখলাম,0,crime
শালায় একটা মাদারচোদআল্লাহ অর সন্তান এর হাতে জেনো একি রকম ভাবে মাইর খাওয়ার তোওফিক দান করেন আমিন,1,"Meme, TikTok and others"
একশত পারসেন সত্য খতি হবে বাংলাদেশের,0,sports
দেশের নম্বর জঙ্গি ছাত্রলীগ,1,politics
চুপ কর শালী তুই কাকে খুশি করেছিস,1,"Meme, TikTok and others"
বাংলাদেশ,0,entertainment
মহিলা জরিত,0,crime
দালাল মাদারতোষ্ট টা কে জুতা পিটা করা উচিত দশক তো সমালোচনা করবেই মুশফিকের আরো দায়িত্বশীল হওয়া উচিত ছিল,1,sports
সব আসামীদের ফাঁসি চাই,0,crime
শালা ভন্ডর গান ভালোই আছে। এর কপালে সব মুসলমানের জুতা,1,religion
খবরটা😮😣,0,crime
ডিসি সাহেব রোমিও যেখানে জুলীদের দেখেন তা একটু খেয়ে টেস্ট করে দেখেন 😍😎😂🤣,0,crime
আরো গান আপলোড দেন ফোল HD এন্ড ফোল ইস্কিন,0,entertainment
হয়ত ভালো ছিলি আগে বাট তোকে দিয়ে আজে বাজে মুভি বানাবে ওরা তুই কিন্ত ভালো একটার।,0,entertainment
এই খুনের পেছনে তার স্ত্রীর ষড়যন্ত্র আছে তাই তাকে দ্রুত এরেস্ট করা হোক বুঝতে পারছি না কেন তাকে রেস করা হচ্ছে না এবং তার মোবাইল নিয়ে চেক করে সব কিছু তথ্য প্রকাশ হবে কারণ সে এখন নাটক করছে এটা তার শুধু অভিনয় তাকে রিমান্ডে নিয়ে জিজ্ঞাসাবাদ করা হোক,0,crime
মিন্নীরে ত্রখন কেনো আইনের আলতায় আনা হয়ছে না ওবারবার নয়নরে জরিয়ে দরতেছে স্বামীকে জোর করে দরে নিতেছে ওসাবাবিক বাভে হেটে যাচ্ছে ৷,0,crime
পাপননান্নুসুজন এই তিন হারামজাদাকে সবধরনের ক্রিকেট থেকে বহিষ্কার করতে হবে।এই দাবি দফার সাথে যুক্ত করলাম। কোটি বাংলাদেশীরা বাংলাদেশের অক্সিজেন খ্যাত বিসিবিকে এসব দুর্নীতিবাজ থেকে বাঁচাতে ঐক্যবদ্ধ হও।✌✌✌,1,sports
আল্লাহ নাস্তিকদের শাস্তি দেবে,0,religion
এই গর্দভগোষ্ঠী যতটুকু জ্ঞান রাখে নিজেদের সাবজেক্টে তার এক দশমাংশ পড়াশুনাও যদি ইসলাম নিয়ে করতো নির্মোহভাবে তাহলে এমন অর্বাচীনের মত কথাবার্তা বলতে হত না। উনাদেরকে বলা উচিত ছিলো আপনারা আগে বেসিক ক্লিয়ার করে আসেন। আর ম্যানার শিখে আসেন কোথাও থেকে ।। নিজেরা কথা বলে যাচ্ছে নিজেরা ঝগড়া করে যাচ্ছে একজন আরেকজনের আগে কথা বলার জন্য ।। সব নাস্তিক মূলতঃ ইসলামবিদ্বেষী ই একেকটা গোঁড়ামির গোডাউন।,0,religion
ভয়ে সাংবাদিকরা কথায় বলতে পারতেছে না চুতিয়া শালারে জুতা মারই,1,crime
আলগা ঢং আবার বলে সে ছোট কচি মানেটা বুঝাইতাছে শেনাবালিকা নাবুঝা বিয়া করছে নেকক্সট জেবিয়া করব ভাববো নাবুঝেই বিয়া করছে,0,entertainment
"চৌইয়ার পোস্ট কার বালে পড়ে, আইছি কমেন্ট এর টানে।",1,celebrity
এ সব নাটক মেয়েদের সাহস বারে বেপরদা হচ্ছে,0,entertainment
ছেলে টার ফাসি হোক চুদির ভাইকে পেলে পিটিয়ে মারতাম,1,"Meme, TikTok and others"
সাব্বির একজন ভালো ব্যাটসম্যান ভারতীয় মিডিয়ার কথায় তাকে এতো বড় শাস্তি না দিয়ে জরিপানা করা হোক।,0,sports
রুবেল কোন নায়ক হইল,0,entertainment
সাগর রুনি খুন হেয়েছে তাদের কোন বিচার হয়েছে,0,crime
বলে লাভ নাই এদের কিছুই হবে না,0,entertainment
তুমি পাপন একটা অনেক বরো চালবাজ,0,sports
কোন মিস করি বস তোমাকে😭,0,sports
সালিকে জতাপিটা করেন,1,crime
শালারা জারাখুর টেইজেকেনভশে লেংটারপাগল,1,religion
জুতা তোদের ফালতু,1,crime
ভাইয়া ভিডিও টা অনেক ভালো লাগছে...??,0,entertainment
ভাই মিথিলা কে এই বাজে মেয়েটা কে আমরা কেন এত ভাইরাল করছি,1,entertainment
মাগির ঢং কতো,1,crime
